betroffene_anlage,primaerenergieart,entry_type,name_technology,matched_id,id_source,method,confidence,needs_review,matched_name,fueltype,capacity_mw,lat,lon,coord_source,mastr_ids,opsd_ids,eic_ids,reasoning,coord_check,check_km
"Boxberg, Markersbach, Schkopau, Schwarze Pumpe",Konventionell,multi_plant,,"323,95,270,268",index,multi_plant,high,no,Boxberg + Psw Markersbach Pss + Schkopau + Schwarze Pumpe,"Hydro,Lignite",5925.2,51.2165,13.4357,index,"SEE904052511746,SEE907389779292,SEE908125004449,SEE911219414864,SEE938337436349,SEE939026884250,SEE940802366570,SEE947677200282,SEE952165584195,SEE952672318108,SEE960652233358,SEE968582186379,SEE983006552202,SEE985842749525","BNA0122,BNA0123,BNA0124,BNA0652,BNA0878,BNA0879,BNA0914,BNA0915,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8MARK1H----7,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 4/4 listed plants matched,,
München Süd GT 3,Konventionell,individual,,8635,index,llm,medium,yes,Gt,Natural Gas,381.3,50.027031,8.2409,index,"SEE909927513559,SEE982563254987","BNA0684b,BNA0683c,BNA0683b,BNA0684a,BNA0683a,BNA0684c","{nan, nan}","Same München Süd gas turbine site as GT 62, likely a different unit of the same plant. | coord-check: name geocodes 321 km away",disagree,321.3
GTKW Darmstadt,Konventionell,individual,,3299,index,exact,high,no,Gtkw Darmstadt,Natural Gas,93.0,49.8856345,8.649099,index,"SEE996136363488,SEE963398776042",BNA1487,"{nan, nan}",exact name match,confirmed,2.4
"Jänschwalde, Rostock, Schkopau",Konventionell,multi_plant,,"315,270",index,multi_plant,medium,yes,Janschwalde + Schkopau,Lignite,3900.0,51.6185,13.2021,index,"SEE923943268279,SEE938669585906,SEE947677200282,SEE960652233358,SEE964729462818,SEE985047526785,SEE989591633753,SEE991817093418","BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0878,BNA0879"," nan, nan},11WD8JAEN1L----Z,11WD8SCHK1L----O,{nan",multi-plant entry: 2/3 listed plants matched,,
"Lippendorf VE, Markersbach",Konventionell,multi_plant,,"313,95",index,multi_plant,high,no,Lippendorf + Psw Markersbach Pss,"Hydro,Lignite",2827.2,50.8485,12.6284,index,"SEE904052511746,SEE911219414864,SEE939026884250,SEE940802366570,SEE952165584195,SEE966331411864,SEE983006552202,SEE998199911088","BNA0115,BNA0116,BNA0652"," nan, nan},11WD8LIPD1L----P,11WD8MARK1H----7,{nan",multi-plant entry: 2/2 listed plants matched,,
"Boxberg, Jänschwalde, Lippendorf EnBW, Lippendorf VE, Moorburg, Schkopau, Schwarze Pumpe",Konventionell,multi_plant,,"323,315,313,313,697,270,268",index,multi_plant,high,no,Boxberg + Janschwalde + Lippendorf + Lippendorf + Moorburg + Schkopau + Schwarze Pumpe,"Hard Coal,Lignite",13044.0,51.7176,12.8599,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938337436349,SEE938669585906,SEE947677200282,SEE952672318108,SEE960652233358,SEE964729462818,SEE966331411864,SEE968582186379,SEE972471937317,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE998199911088,SEE999848168525","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0878,BNA0879,BNA0914,BNA0915,BNA1404,BNA1558,BNA1673"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8LIPD1L----P,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 7/7 listed plants matched,,
"Boxberg, Lippendorf VE, Schwarze Pumpe",Konventionell,multi_plant,,"323,313,268",index,multi_plant,high,no,Boxberg + Lippendorf + Schwarze Pumpe,Lignite,5762.0,51.3739,13.7629,index,"SEE907389779292,SEE908125004449,SEE938337436349,SEE952672318108,SEE966331411864,SEE968582186379,SEE985842749525,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0914,BNA0915,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8LIPD1L----P,11WD8SWPU1L----5,{nan",multi-plant entry: 3/3 listed plants matched,,
"Moorburg, Schkopau",Konventionell,multi_plant,,"697,270",index,multi_plant,high,no,Moorburg + Schkopau,"Hard Coal,Lignite",2500.0,52.4443,10.9502,index,"SEE947677200282,SEE960652233358,SEE972471937317,SEE999848168525","BNA0878,BNA0879,BNA1558,BNA1673"," nan},11WD8SCHK1L----O,{nan",multi-plant entry: 2/2 listed plants matched,,
"Boxberg, Lippendorf VE, Moorburg, Schkopau, Schwarze Pumpe",Konventionell,multi_plant,,"323,313,697,270,268",index,multi_plant,high,no,Boxberg + Lippendorf + Moorburg + Schkopau + Schwarze Pumpe,"Hard Coal,Lignite",8262.0,51.802,12.6378,index,"SEE907389779292,SEE908125004449,SEE938337436349,SEE947677200282,SEE952672318108,SEE960652233358,SEE966331411864,SEE968582186379,SEE972471937317,SEE985842749525,SEE998199911088,SEE999848168525","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0878,BNA0879,BNA0914,BNA0915,BNA1404,BNA1558,BNA1673"," nan, nan},11WD8BOXB1L----J,11WD8LIPD1L----P,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 5/5 listed plants matched,,
"Boxberg, Lippendorf VE, Moorburg, Rostock, Schkopau, Schwarze Pumpe",Konventionell,multi_plant,,"323,313,697,270,268",index,multi_plant,medium,yes,Boxberg + Lippendorf + Moorburg + Schkopau + Schwarze Pumpe,"Hard Coal,Lignite",8262.0,51.802,12.6378,index,"SEE907389779292,SEE908125004449,SEE938337436349,SEE947677200282,SEE952672318108,SEE960652233358,SEE966331411864,SEE968582186379,SEE972471937317,SEE985842749525,SEE998199911088,SEE999848168525","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0878,BNA0879,BNA0914,BNA0915,BNA1404,BNA1558,BNA1673"," nan, nan},11WD8BOXB1L----J,11WD8LIPD1L----P,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 5/6 listed plants matched,,
"Lippendorf EnBW, Lippendorf VE",Konventionell,multi_plant,,"313,313",index,multi_plant,high,no,Lippendorf + Lippendorf,Lignite,3564.0,51.1769,12.3767,index,"SEE966331411864,SEE998199911088","BNA0115,BNA0116"," nan},11WD8LIPD1L----P,{nan",multi-plant entry: 2/2 listed plants matched,,
"Boxberg, Jänschwalde, Lippendorf EnBW, Lippendorf VE, Moorburg, Rostock, Schkopau, Schwarze Pumpe",Konventionell,multi_plant,,"323,315,313,313,697,270,268",index,multi_plant,medium,yes,Boxberg + Janschwalde + Lippendorf + Lippendorf + Moorburg + Schkopau + Schwarze Pumpe,"Hard Coal,Lignite",13044.0,51.7176,12.8599,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938337436349,SEE938669585906,SEE947677200282,SEE952672318108,SEE960652233358,SEE964729462818,SEE966331411864,SEE968582186379,SEE972471937317,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE998199911088,SEE999848168525","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0878,BNA0879,BNA0914,BNA0915,BNA1404,BNA1558,BNA1673"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8LIPD1L----P,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 7/8 listed plants matched,,
"Jänschwalde, Moorburg",Konventionell,multi_plant,,"315,697",index,multi_plant,high,no,Janschwalde + Moorburg,"Hard Coal,Lignite",4600.0,52.6617,12.2015,index,"SEE923943268279,SEE938669585906,SEE964729462818,SEE972471937317,SEE985047526785,SEE989591633753,SEE991817093418,SEE999848168525","BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA1558,BNA1673"," nan, nan},11WD8JAEN1L----Z,{nan",multi-plant entry: 2/2 listed plants matched,,
"Boxberg, Jänschwalde, Lippendorf VE, Lippendorf EnBW, Schkopau, Schwarze Pumpe",Konventionell,multi_plant,,"323,315,313,313,270,268",index,multi_plant,high,no,Boxberg + Janschwalde + Lippendorf + Lippendorf + Schkopau + Schwarze Pumpe,Lignite,11444.0,51.4226,13.3449,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938337436349,SEE938669585906,SEE947677200282,SEE952672318108,SEE960652233358,SEE964729462818,SEE966331411864,SEE968582186379,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0878,BNA0879,BNA0914,BNA0915,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8LIPD1L----P,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 6/6 listed plants matched,,
"Rostock, Schkopau, Schwarze Pumpe",Konventionell,multi_plant,,"270,268",index,multi_plant,medium,yes,Schkopau + Schwarze Pumpe,Lignite,2410.0,51.4662,13.1498,index,"SEE938337436349,SEE947677200282,SEE952672318108,SEE960652233358","BNA0878,BNA0879,BNA0914,BNA0915"," nan},11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 2/3 listed plants matched,,
"Jänschwalde, Lippendorf VE, Rostock",Konventionell,multi_plant,,"315,313",index,multi_plant,medium,yes,Janschwalde + Lippendorf,Lignite,4782.0,51.5065,13.4151,index,"SEE923943268279,SEE938669585906,SEE964729462818,SEE966331411864,SEE985047526785,SEE989591633753,SEE991817093418,SEE998199911088","BNA0115,BNA0116,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790"," nan, nan},11WD8JAEN1L----Z,11WD8LIPD1L----P,{nan",multi-plant entry: 2/3 listed plants matched,,
"Boxberg, Jänschwalde, Lippendorf VE, Rostock, Schkopau, Schwarze Pumpe",Konventionell,multi_plant,,"323,315,313,270,268",index,multi_plant,medium,yes,Boxberg + Janschwalde + Lippendorf + Schkopau + Schwarze Pumpe,Lignite,9662.0,51.4717,13.5386,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938337436349,SEE938669585906,SEE947677200282,SEE952672318108,SEE960652233358,SEE964729462818,SEE966331411864,SEE968582186379,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0878,BNA0879,BNA0914,BNA0915,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8LIPD1L----P,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 5/6 listed plants matched,,
"Boxberg, Jänschwalde, Lippendorf VE, Rostock, Schkopau, Lippendorf EnBW",Konventionell,multi_plant,,"323,315,313,270,313",index,multi_plant,medium,yes,Boxberg + Janschwalde + Lippendorf + Schkopau + Lippendorf,Lignite,9934.0,51.4009,13.1442,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938669585906,SEE947677200282,SEE960652233358,SEE964729462818,SEE966331411864,SEE968582186379,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0878,BNA0879,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8LIPD1L----P,11WD8SCHK1L----O,{nan",multi-plant entry: 5/6 listed plants matched,,
Ensdorf,Konventionell,individual,,2680,index,exact,high,no,Ensdorf,Hard Coal,430.389,49.29309866666667,6.772334999999999,index,"SEE908092333542,SEE962843655130","BNA0252,BNA0253","{nan, nan}",exact name match,confirmed,19.3
"Rostock, Lippendorf EnBW",Konventionell,multi_plant,,313,index,multi_plant,medium,yes,Lippendorf,Lignite,1782.0,51.1769,12.3767,index,"SEE966331411864,SEE998199911088","BNA0115,BNA0116"," nan},11WD8LIPD1L----P,{nan",multi-plant entry: 1/2 listed plants matched,,
"Boxberg, Jänschwalde, Lippendorf VE, Moorburg, Rostock, Schkopau, Schwarze Pumpe, Lippendorf EnBW",Konventionell,multi_plant,,"323,315,313,697,270,268,313",index,multi_plant,medium,yes,Boxberg + Janschwalde + Lippendorf + Moorburg + Schkopau + Schwarze Pumpe + Lippendorf,"Hard Coal,Lignite",13044.0,51.7176,12.8599,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938337436349,SEE938669585906,SEE947677200282,SEE952672318108,SEE960652233358,SEE964729462818,SEE966331411864,SEE968582186379,SEE972471937317,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE998199911088,SEE999848168525","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0878,BNA0879,BNA0914,BNA0915,BNA1404,BNA1558,BNA1673"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8LIPD1L----P,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 7/8 listed plants matched,,
"Boxberg, Jänschwalde, Lippendorf VE, Rostock, Schkopau, Schwarze Pumpe, Lippendorf EnBW",Konventionell,multi_plant,,"323,315,313,270,268,313",index,multi_plant,medium,yes,Boxberg + Janschwalde + Lippendorf + Schkopau + Schwarze Pumpe + Lippendorf,Lignite,11444.0,51.4226,13.3449,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938337436349,SEE938669585906,SEE947677200282,SEE952672318108,SEE960652233358,SEE964729462818,SEE966331411864,SEE968582186379,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0878,BNA0879,BNA0914,BNA0915,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8LIPD1L----P,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 6/7 listed plants matched,,
"Boxberg, Jänschwalde, Moorburg, Rostock, Schwarze Pumpe",Konventionell,multi_plant,,"323,315,697,268",index,multi_plant,medium,yes,Boxberg + Janschwalde + Moorburg + Schwarze Pumpe,"Hard Coal,Lignite",8580.0,52.067,13.3287,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938337436349,SEE938669585906,SEE952672318108,SEE964729462818,SEE968582186379,SEE972471937317,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE999848168525","BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0914,BNA0915,BNA1404,BNA1558,BNA1673"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8SWPU1L----5,{nan",multi-plant entry: 4/5 listed plants matched,,
"Boxberg, Jänschwalde, Moorburg, Schwarze Pumpe",Konventionell,multi_plant,,"323,315,697,268",index,multi_plant,high,no,Boxberg + Janschwalde + Moorburg + Schwarze Pumpe,"Hard Coal,Lignite",8580.0,52.067,13.3287,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938337436349,SEE938669585906,SEE952672318108,SEE964729462818,SEE968582186379,SEE972471937317,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE999848168525","BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0914,BNA0915,BNA1404,BNA1558,BNA1673"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8SWPU1L----5,{nan",multi-plant entry: 4/4 listed plants matched,,
"Boxberg, Jänschwalde, Lippendorf VE, Moorburg, Schwarze Pumpe",Konventionell,multi_plant,,"323,315,313,697,268",index,multi_plant,high,no,Boxberg + Janschwalde + Lippendorf + Moorburg + Schwarze Pumpe,"Hard Coal,Lignite",10362.0,51.889,13.1383,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938337436349,SEE938669585906,SEE952672318108,SEE964729462818,SEE966331411864,SEE968582186379,SEE972471937317,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE998199911088,SEE999848168525","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0914,BNA0915,BNA1404,BNA1558,BNA1673"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8LIPD1L----P,11WD8SWPU1L----5,{nan",multi-plant entry: 5/5 listed plants matched,,
"Boxberg, Lippendorf VE, Markersbach",Konventionell,multi_plant,,"323,313,95",index,multi_plant,high,no,Boxberg + Lippendorf + Psw Markersbach Pss,"Hydro,Lignite",5297.2,51.0368,13.2733,index,"SEE904052511746,SEE907389779292,SEE908125004449,SEE911219414864,SEE939026884250,SEE940802366570,SEE952165584195,SEE966331411864,SEE968582186379,SEE983006552202,SEE985842749525,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0652,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8LIPD1L----P,11WD8MARK1H----7,{nan",multi-plant entry: 3/3 listed plants matched,,
"Boxberg, Hohenwarte 2, Schwarze Pumpe",Konventionell,multi_plant,,"323,268",index,multi_plant,medium,yes,Boxberg + Schwarze Pumpe,Lignite,3980.0,51.4723,14.456,index,"SEE907389779292,SEE908125004449,SEE938337436349,SEE952672318108,SEE968582186379,SEE985842749525","BNA0122,BNA0123,BNA0124,BNA0914,BNA0915,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8SWPU1L----5,{nan",multi-plant entry: 2/3 listed plants matched,,
"Boxberg, Jänschwalde, Lippendorf VE, Rostock, Schwarze Pumpe",Konventionell,multi_plant,,"323,315,313,268",index,multi_plant,medium,yes,Boxberg + Janschwalde + Lippendorf + Schwarze Pumpe,Lignite,8762.0,51.4894,13.9355,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938337436349,SEE938669585906,SEE952672318108,SEE964729462818,SEE966331411864,SEE968582186379,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0914,BNA0915,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8LIPD1L----P,11WD8SWPU1L----5,{nan",multi-plant entry: 4/5 listed plants matched,,
"Lippendorf EnBW, Rostock",Konventionell,multi_plant,,313,index,multi_plant,medium,yes,Lippendorf,Lignite,1782.0,51.1769,12.3767,index,"SEE966331411864,SEE998199911088","BNA0115,BNA0116"," nan},11WD8LIPD1L----P,{nan",multi-plant entry: 1/2 listed plants matched,,
"Boxberg, Jänschwalde, Moorburg, Rostock, Schkopau, Schwarze Pumpe",Konventionell,multi_plant,,"323,315,697,270,268",index,multi_plant,medium,yes,Boxberg + Janschwalde + Moorburg + Schkopau + Schwarze Pumpe,"Hard Coal,Lignite",9480.0,51.9339,13.0532,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938337436349,SEE938669585906,SEE947677200282,SEE952672318108,SEE960652233358,SEE964729462818,SEE968582186379,SEE972471937317,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE999848168525","BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0878,BNA0879,BNA0914,BNA0915,BNA1404,BNA1558,BNA1673"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 5/6 listed plants matched,,
Würzburg GT 1,Konventionell,individual,,,,llm,none,yes,,,,49.8,9.93,geocode,,,,No candidate located in or near Würzburg is present in the list.,,
"Rostock, Schkopau",Konventionell,multi_plant,,270,index,multi_plant,medium,yes,Schkopau,Lignite,900.0,51.4011,11.9508,index,"SEE947677200282,SEE960652233358","BNA0878,BNA0879"," nan},11WD8SCHK1L----O,{nan",multi-plant entry: 1/2 listed plants matched,,
"Boxberg, Jänschwalde, Lippendorf VE, Rostock",Konventionell,multi_plant,,"323,315,313",index,multi_plant,medium,yes,Boxberg + Janschwalde + Lippendorf,Lignite,7252.0,51.4754,13.7978,index,"SEE907389779292,SEE908125004449,SEE923943268279,SEE938669585906,SEE964729462818,SEE966331411864,SEE968582186379,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8LIPD1L----P,{nan",multi-plant entry: 3/4 listed plants matched,,
"Lippendorf VE, Lippendorf EnBW",Konventionell,multi_plant,,"313,313",index,multi_plant,high,no,Lippendorf + Lippendorf,Lignite,3564.0,51.1769,12.3767,index,"SEE966331411864,SEE998199911088","BNA0115,BNA0116"," nan},11WD8LIPD1L----P,{nan",multi-plant entry: 2/2 listed plants matched,,
CB-Redispatch,Sonstiges,individual,,,,llm,none,yes,,,,,,none,,,,"Generic cross-border redispatch measure, not a specific plant.",,
"Boxberg, Goldisthal, Jänschwalde, Lippendorf VE, Schkopau, Schwarze Pumpe",Konventionell,multi_plant,,"323,10,315,313,270,268",index,multi_plant,high,no,Boxberg + Psw Goldisthal Pss + Janschwalde + Lippendorf + Schkopau + Schwarze Pumpe,"Hydro,Lignite",10714.0,51.3115,13.1172,index,"SEE901345486644,SEE907389779292,SEE908125004449,SEE923943268279,SEE938337436349,SEE938669585906,SEE943653719359,SEE945148512650,SEE947677200282,SEE952672318108,SEE960652233358,SEE964729462818,SEE966331411864,SEE968582186379,SEE974189836364,SEE985047526785,SEE985842749525,SEE989591633753,SEE991817093418,SEE998199911088","BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0350,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0878,BNA0879,BNA0914,BNA0915,BNA1404"," nan, nan},11WD8BOXB1L----J,11WD8GOLD1H----6,11WD8JAEN1L----Z,11WD8LIPD1L----P,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 6/6 listed plants matched,,
Kirchlengern GT 1,Konventionell,individual,,3269,index,llm,high,no,Kirchlengern,Natural Gas,83.0,52.194951,8.648754,index,SEE959343099212,BNA0531,,Direct name match for the Kirchlengern gas turbine plant.,confirmed,2.2
Silz 1 (EON),Erneuerbar,individual,,OPSD-BNA0906,index,llm,high,no,KW Silz,Hydro,500.0,47.269606,10.967829,index,,BNA0906,11WD2SILT000157E,Direct name match to the KW Silz hydro plant.,disagree,54.1
"Goldisthal, Lippendorf VE, Schkopau",Konventionell,multi_plant,,"10,313,270",index,multi_plant,high,no,Psw Goldisthal Pss + Lippendorf + Schkopau,"Hydro,Lignite",3734.0,51.0293,11.7792,index,"SEE901345486644,SEE943653719359,SEE945148512650,SEE947677200282,SEE960652233358,SEE966331411864,SEE974189836364,SEE998199911088","BNA0115,BNA0116,BNA0350,BNA0878,BNA0879"," nan, nan},11WD8GOLD1H----6,11WD8LIPD1L----P,11WD8SCHK1L----O,{nan",multi-plant entry: 3/3 listed plants matched,,
"Boxberg, Jänschwalde, Lippendorf VE, Reuter, Schkopau, Schwarze Pumpe",Konventionell,multi_plant,,"323,315,313,727,270,268",index,multi_plant,high,no,Boxberg + Janschwalde + Lippendorf + Reuter West + Schkopau + Schwarze Pumpe,"Hard Coal,Lignite",10350.0,51.6485,13.4891,index,"SEE907389779292,SEE908048039481,SEE908125004449,SEE923943268279,SEE938337436349,SEE938669585906,SEE947677200282,SEE952672318108,SEE960652233358,SEE964729462818,SEE966331411864,SEE968582186379,SEE974883809046,SEE985047526785,SEE985842749525,SEE989328541450,SEE989591633753,SEE991817093418,SEE998199911088","BNA0082,BNA0086,BNA0087,BNA0115,BNA0116,BNA0122,BNA0123,BNA0124,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0878,BNA0879,BNA0914,BNA0915,BNA1404"," nan, nan},11WD2WBWK000317H,11WD8BOXB1L----J,11WD8JAEN1L----Z,11WD8LIPD1L----P,11WD8REUW1C----4,11WD8SCHK1L----O,11WD8SWPU1L----5,{nan",multi-plant entry: 6/6 listed plants matched,,
